web-scraper-order,web-scraper-start-url,Overall rating,Cuisine,Food rating,Service rating,Value rating,Atmosphere rating,Price range,Review titles,Review text,Awards,Five stars,Four stars,Three stars,Two stars,One star,Number of reviews,Restaurant
1587879388-38984,https://en.tripadvisor.com.hk/Restaurant_Review-g60763-d12434865-Reviews-Uchu-New_York_City_New_York.html,5,Japanese,50,50,50,null,$$$$,A Veritable Gourmet Sushi Experience,,null,5,1,0,0,0,7 reviews,Bar Uchū
1587879428-39011,https://en.tripadvisor.com.hk/Restaurant_Review-g60763-d15676762-Reviews-Atomix-New_York_City_New_York.html,5,Asian,50,50,45,null,$$$$,,"First of all...I want to buy that chandelier in the entry way -- an electronic installation where at the ends of each of the spokes, instead of a real flame or light bulb, a tiny LED display shows an intentionally pixelated flame. Ok, on to the food...all kinds of yummy. But that was to be expected. What was a pleasant surprise: each dish also came with a card with the name of the artisan who crafted the unique bowls and plates the food came on. Another ""gimmick"" I loved -- at one point, guests are invited to choose from an array of individuatized chopsticks and knifes. I have to say...they did take the gimmicks a little too far with the cards detailing all the info surrounding each dish (history, inspiration, ingredients, source, blah blah). I think I could have done well with just the ingredients and source and maybe ONE line describing the inspiration but this was info overload. Other than that, a fantastic night.",null,9,1,1,0,0,13 reviews,Atomix
1587879428-39005,https://en.tripadvisor.com.hk/Restaurant_Review-g60763-d15676762-Reviews-Atomix-New_York_City_New_York.html,5,Asian,50,50,45,null,$$$$,,"So sad to not being writing a 5 star review. Atoboy is my wife and I's favorite restaurant in NYC right now and have been there many times. For context, we occasionally do high end tasting menus, like 2-5 a year.
I would reaaallly like to focus on all of the amazing things Atomix did, but unfortunately there was a fatal flaw - not serving a full meal! My wife is 100lbs and has only finished one tasting menu before, that was a $60 4 course menu downtown. We even had a huge breakfast at 1pm before the 6pm reservation. When we got to Atomix, she was worried that she was not even going to be able to taste 10 dishes. She said she was a 6 or 7 in hunger out of 10.
She ate every bite of food. Literally every bit of banchan. She also had all of the wine, which was also a first. (I think the wine pairings were phenomal though! Great sommelier choices). After the meal was over she said ""should we go get some beer and fried chicken sandwiches?"".
I'm normally a big eater, and will actually eat a snack before these long tasting menus, so I can enjoy the first courses with out being so hungry. I think i was exactly the same fullness after the meal as I was 2.5 hrs earlier. If my wife had said it was too much food for her, then I would probably have given 5 stars (and eaten her left overs). But, to serve a meal that is average sized for a 100lb woman to everyone is crazy. Yes, i would like a full meal for a 200lb adult for my $1,000, not just great tastes and an amazing experience. Even sprang for the extras!
I looked around and every bite was finished by everyone there. I don't know how this hasn't come up more in the reviews!?
The service, taste, decor, experience and wine pairings were 5 stars. I had been looking to come since they announced the restaurant over a year ago. Wish I could remember it for the experience instead of lack of calories.
Overall, just go to atoboy!",null,9,1,1,0,0,13 reviews,Atomix
1587879428-38996,https://en.tripadvisor.com.hk/Restaurant_Review-g60763-d15676762-Reviews-Atomix-New_York_City_New_York.html,5,Asian,50,50,45,null,$$$$,Truly enjoyed eating here one of the highlights of my new York trip !,,null,9,1,1,0,0,13 reviews,Atomix
1587879428-39004,https://en.tripadvisor.com.hk/Restaurant_Review-g60763-d15676762-Reviews-Atomix-New_York_City_New_York.html,5,Asian,50,50,45,null,$$$$,,"My spouse and I dined at Atomix for dinner on a Saturday evening in early March 2019. Atomix (pronounced ah-TOE-mix) is open for dinner on Tuesdays through Saturdays (closed Sundays and Mondays). We booked our spot online one month in advance using the pre-paid Tock reservation system. (For example, March reservations became available on February 1; April reservations became available on March 1, and so on.) This very popular restaurant always sells out quickly. Using Tock (set up an account ahead of time, so that on the day you reserve, you can just select a day/time and press a button), you must pre-pay for the entire meal ($225 per person, which includes tax and gratuity). On the night that you dine, you pay separately for your beverages.
Atomix opened in 2018 in a townhouse on East 30th Street. Upon climbing the steps to the brownstone, we had a difficult time choosing which door to enter (there is no sign or mark indicating behind which door is the restaurant). After picking the correct door, we saw that the first floor contained a bar and lounge area that serves drinks and small plates; you can dine there without a reservation. Below street level (down an elegant set of stairs) is another small lounge area that adjoins the main dining room with its 14-seat rectangular black granite counter. Before being seated for dinner, guests first enjoy some drinks and small bites in a casual group setting, although we arrived too late to partake. Diners are invited to choose a set of chopsticks from the chef’s collection, and other serveware is handmade by artisans in South Korea. Prior to each course, a tunic-clad server places a card in front of each diner that contains a Korean word describing the dish. The back of the card lists the dish’s ingredients. At the end of the evening, the restaurant packages the cards together to take home as a unique souvenir.
Atomix is operated by a husband-and-wife team, JP and Ellia. He (formerly the chef de cuisine at Jungsik, where we dined in August 2017; see our separate review) is the chef, and she manages the front-of-house. The duo also operate the more casual Atoboy (pronounced ah-TOE-boy), located just two short blocks away. (We dined at Atoboy in October 2019; see our separate review.)
Atomix serves a Korean 10-course tasting menu. Before our meal, I ordered a drink called the Samioko, made with tequila, mezcal, grapefruit, lemon, and honey. There were three splashes of sesame oil on top, so when I sipped, I tasted sweetness and immediately smelled the sesame oil. It was ingenious! But onto the food …
• We first received two amuse bouche: a crispy shell filled with crudo and a miniature truffle tart.
• At this point, we were shown some enormous black truffles and asked whether we wanted to add them to any or all of 3 courses (two of them were Jjim [snow crab] and Jorim [wagyu]) for about $20 per plate; although the price seemed reasonable, we passed on the offer).
1. ""Guk"" – maesaengi (seaweed), garlic custard, uni, pork broth
2. ""Hwe"" (Raw)– yellowtail, carrot jang, chojang (sweet chili pepper sauce), perilla leaf
3. ""Jeon"" (Fried) – potato, fermented yuza, herbs, flowers (THIS WAS ONE OF MY FAVORITE COURSES)
4. ""Jjim""(Steam) –snow crab, grandada pepper, trout roe, tapioca, white kimchi sauce (ANOTHER FAVORITE)
banchan: gyeranmari (a rolled omelette) with myeongran jeot cream (salted seafood) 
5. ""Twigim"" (Fried)– soondae (blood sausage), gim (seaweed), ssamjang (spicy) dip
banchan: mustard kimchi and cuttlefish
6. ""Sukchae""(Blanched) – celeriac, buttermilk cheese, hazelnut milk, caviar
black rice (which looked purple) with sweet potatoes, ginger, chive (WE DIDN’T LOVE THE RICE SIDE DISH)
7. ""Gui"" (Grilled) –snapper, kohlrabi kimchi, nuruk sauce (ANOTHER FAVORITE)
banchan: parse (seaweed), dubu skin, wasabi (WE DIDN’T LOVE THIS BANCHAN)
8. ""Jorim"" (Braised) – wagyu, fermented red pepper, ginger leaf oil (YUMMO!)
rice: white rice with an assortment of lettuces to eat ssam style (wrapped) (WE LIKED THE UNIQUENESS OF THIS SIDE DISH BUT NOT NECESSARILY THE FLAVOR)
9. ""Ipgasim"" (palate cleanser)– makgeolli (rice wine ice cream), quince, pear, sumac meringue
10. ""Husik"" (Sweet/Dessert) – red bean paste, persimmon, pine nut (WE LOVED THIS BECAUSE WE HADN’T EXPECTED THE BEAN PASTE TO BE WARM)
We thoroughly enjoyed our dinner at Atomix; the food, atmosphere, and service were top-notch!",null,9,1,1,0,0,13 reviews,Atomix
1587879428-39006,https://en.tripadvisor.com.hk/Restaurant_Review-g60763-d15676762-Reviews-Atomix-New_York_City_New_York.html,5,Asian,50,50,45,null,$$$$,,"My daughter in law is Korean and when she came to New York City with my son earlier this year she ate at this establishment I believe it had just opened.
She insisted that when we go to New York we eat here too. What an excellent experience I really didn’t have any idea what to expect when I came here and the location was a little difficult for me to find.
The food however, the cocktails, the service was really excellent we were lucky we got a reservation because we booked one prior to leaving Australia. I don’t think we would’ve been able to get in if we tried once we arrived.
I have eaten extensively are different places in Korea and I can honestly say that Atomix top’s them all. 
We highly recommend this restaurant and suggest you make a booking, you will not be disappointed.",null,9,1,1,0,0,13 reviews,Atomix
1587879428-38998,https://en.tripadvisor.com.hk/Restaurant_Review-g60763-d15676762-Reviews-Atomix-New_York_City_New_York.html,5,Asian,50,50,45,null,$$$$,Great experience,,null,9,1,1,0,0,13 reviews,Atomix
1587879428-38997,https://en.tripadvisor.com.hk/Restaurant_Review-g60763-d15676762-Reviews-Atomix-New_York_City_New_York.html,5,Asian,50,50,45,null,$$$$,One of the best dining experiences you'll ever have...,,null,9,1,1,0,0,13 reviews,Atomix
1587879428-38994,https://en.tripadvisor.com.hk/Restaurant_Review-g60763-d15676762-Reviews-Atomix-New_York_City_New_York.html,5,Asian,50,50,45,null,$$$$,Distinguishes Itself from Other Chef’s Tasting Experiences,,null,9,1,1,0,0,13 reviews,Atomix
1587879428-39009,https://en.tripadvisor.com.hk/Restaurant_Review-g60763-d15676762-Reviews-Atomix-New_York_City_New_York.html,5,Asian,50,50,45,null,$$$$,,"I had no idea what to expect when I came here on my own after a recommendation by a friend. The restaurant is located in a discreet part of town, somewhere you would never expect a modern Korean fine dining restaurant to be. There are only has counter seats, which worked perfectly for solo diners like me. Special thanks to Ellia, the co-owner, who made me feel so welcome and comfortable throughout the meal!
I was honestly blown away by not only the attention to detail put into each and every dish (food presentation, use of ceramics from independent designers, information cards detailing the inspiration behind and composition of each dish), but also the way I was given a completely new perspective on the Korean food I knew growing up. Totally surreal experience of discovering new flavors like fermented truffle dashi, and salted sea cucumber innards sauces. Unique, experiential and delicious! I cannot wait for my next visit -- if I can even land a reservation with the amount of global media attention they're getting now!",null,9,1,1,0,0,13 reviews,Atomix
1587879428-39002,https://en.tripadvisor.com.hk/Restaurant_Review-g60763-d15676762-Reviews-Atomix-New_York_City_New_York.html,5,Asian,50,50,45,null,$$$$,Set of new impressions of Korea,,null,9,1,1,0,0,13 reviews,Atomix
1587879428-39013,https://en.tripadvisor.com.hk/Restaurant_Review-g60763-d15676762-Reviews-Atomix-New_York_City_New_York.html,5,Asian,50,50,45,null,$$$$,,"My husband and I dined at the intimate Atomix last night. I am not at all familiar with Korean food and did not know what to expect. It was undoubtedly one of the best meals we have had - the perfect marriage of tastes and textures in each bite was sublime!
The very talented and understated chef JP Park creates ten unique, inspired courses, drawing from Korean ingredients and preparations. Only 14 diners are served at one time, around a u-shaped bar, with two seatings per evening. 
A beautiful card comes with each course, describing the ingredients and origins for the dish. I loved having the background information, although I must admit that many of the ingredients were unfamiliar to me. But the stories about the inspiration for each course were fascinating. 
Each course is also served on beautiful ceramic pieces. The artist’s name is listed on the cards. Diners also select a pair of chopsticks to use at the beginning of the meal. No attention to detail has been spared. 
To begin the meal, diners are given two appetizers (in addition to the ten courses). From the first bite, we knew it would be a special evening. I cannot begin to describe the courses ... several featured seafood including snow crab, caviar, yellowtail, and perhaps my favorite of the evening ... golden eye snapper, with its skin ever so delicately broiled to perfection, served with white kimchi juice and an incredible sauce of fish stock, cream, brown rice vinegar and ginger juice to name a few of the ingredients. Perfection!
There were two sweet courses to finish the meal, one featuring Makegeolli ice cream (from a Korean alcoholic beverage) and the other red bean, persimmon and pine nut. 
Descriptions don’t do the complex dishes justice. You need to be there to experience it. One sublime bite after the other ...
The wait staff feels like family - welcoming and knowledgeable. Ellia Park quietly oversees the dining area. No fuss, no drama, just one truly incredible meal. 
The menu changes quarterly and we will definitely be back for the spring menu!
Thank you to the whole Atomix team for an incredible evening!",null,9,1,1,0,0,13 reviews,Atomix
